Area Type, Area, Area Name,SOC_CODE, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,1,Capital Region,25-1065,"Political Science Teachers, Postsecondary",150,"$85,950 ","$78,770 ","$45,320 ","$106,270 "
10,2,Central New York Region,25-1065,"Political Science Teachers, Postsecondary",70,"$101,510 ","$74,570 ","$50,990 ","$126,770 "
10,3,Finger Lakes Region,25-1065,"Political Science Teachers, Postsecondary",100,"$121,380 ","$87,640 ","$50,110 ","$157,020 "
10,4,Hudson Valley Region,25-1065,"Political Science Teachers, Postsecondary",n/a,"$117,140 ","$96,010 ","$61,390 ","$145,010 "
10,5,Long Island Region,25-1065,"Political Science Teachers, Postsecondary",140,"$73,480 ","$71,410 ","$38,150 ","$91,150 "
10,6,Mohawk Valley Region,25-1065,"Political Science Teachers, Postsecondary",n/a,"$80,260 ","$73,460 ","$55,040 ","$92,880 "
10,7,New York City Region,25-1065,"Political Science Teachers, Postsecondary",700,"$146,470 ","$131,010 ","$67,750 ","$185,830 "
10,9,Southern Tier Region,25-1065,"Political Science Teachers, Postsecondary",110,"$148,760 ","$131,100 ","$90,830 ","$177,730 "
10,10,Western New York Region,25-1065,"Political Science Teachers, Postsecondary",100,"$63,770 ","$57,000 ","$35,130 ","$78,090 "
10,1,Capital Region,25-1066,"Psychology Teachers, Postsecondary",260,"$79,490 ","$67,380 ","$43,440 ","$97,520 "
10,2,Central New York Region,25-1066,"Psychology Teachers, Postsecondary",180,"$82,730 ","$73,440 ","$49,380 ","$99,410 "
10,3,Finger Lakes Region,25-1066,"Psychology Teachers, Postsecondary",210,"$108,540 ","$77,670 ","$46,130 ","$139,750 "
10,5,Long Island Region,25-1066,"Psychology Teachers, Postsecondary",360,"$79,600 ","$74,900 ","$44,570 ","$97,110 "
10,6,Mohawk Valley Region,25-1066,"Psychology Teachers, Postsecondary",140,"$67,330 ","$62,400 ","$48,790 ","$76,600 "
10,7,New York City Region,25-1066,"Psychology Teachers, Postsecondary",2210,"$112,760 ","$97,920 ","$50,290 ","$144,000 "
10,8,North Country Region,25-1066,"Psychology Teachers, Postsecondary",n/a,"$80,290 ","$73,280 ","$48,900 ","$95,980 "
10,9,Southern Tier Region,25-1066,"Psychology Teachers, Postsecondary",230,"$114,600 ","$107,860 ","$59,580 ","$142,110 "
10,10,Western New York Region,25-1066,"Psychology Teachers, Postsecondary",180,"$76,940 ","$71,170 ","$44,020 ","$93,400 "
10,1,Capital Region,25-1067,"Sociology Teachers, Postsecondary",140,"$75,720 ","$66,860 ","$41,150 ","$93,010 "
10,2,Central New York Region,25-1067,"Sociology Teachers, Postsecondary",80,"$76,880 ","$68,280 ","$40,600 ","$95,020 "
10,3,Finger Lakes Region,25-1067,"Sociology Teachers, Postsecondary",80,"$73,060 ","$66,900 ","$40,300 ","$89,440 "
10,4,Hudson Valley Region,25-1067,"Sociology Teachers, Postsecondary",120,"$69,700 ","$61,660 ","$34,790 ","$87,160 "
10,5,Long Island Region,25-1067,"Sociology Teachers, Postsecondary",150,"$75,510 ","$71,310 ","$43,010 ","$91,760 "
10,6,Mohawk Valley Region,25-1067,"Sociology Teachers, Postsecondary",50,"$80,250 ","$69,510 ","$50,500 ","$95,120 "
10,7,New York City Region,25-1067,"Sociology Teachers, Postsecondary",610,"$107,620 ","$98,590 ","$50,040 ","$136,400 "
10,8,North Country Region,25-1067,"Sociology Teachers, Postsecondary",n/a,"$67,880 ","$65,300 ","$41,870 ","$80,880 "
10,9,Southern Tier Region,25-1067,"Sociology Teachers, Postsecondary",100,"$110,490 ","$100,240 ","$67,120 ","$132,180 "
10,10,Western New York Region,25-1067,"Sociology Teachers, Postsecondary",130,"$60,190 ","$58,350 ","$36,670 ","$71,960 "
10,1,Capital Region,25-1069,"Social Sciences Teachers, Postsecondary, All Other",80,"$73,690 ","$52,600 ","$44,470 ","$88,310 "
10,2,Central New York Region,25-1069,"Social Sciences Teachers, Postsecondary, All Other",n/a,"$106,300 ","$66,150 ","$43,020 ","$137,940 "
10,3,Finger Lakes Region,25-1069,"Social Sciences Teachers, Postsecondary, All Other",70,"$73,240 ","$67,820 ","$46,820 ","$86,440 "
10,4,Hudson Valley Region,25-1069,"Social Sciences Teachers, Postsecondary, All Other",380,"$88,160 ","$73,220 ","$48,710 ","$107,890 "
10,5,Long Island Region,25-1069,"Social Sciences Teachers, Postsecondary, All Other",140,"$73,730 ","$65,600 ","$45,440 ","$87,870 "
10,7,New York City Region,25-1069,"Social Sciences Teachers, Postsecondary, All Other",1320,"$113,250 ","$105,040 ","$56,770 ","$141,480 "
10,8,North Country Region,25-1069,"Social Sciences Teachers, Postsecondary, All Other",80,"$55,160 ","$50,770 ","$33,050 ","$66,210 "
10,10,Western New York Region,25-1069,"Social Sciences Teachers, Postsecondary, All Other",220,"$79,130 ","$84,300 ","$51,930 ","$92,730 "
10,2,Central New York Region,25-1071,"Health Specialties Teachers, Postsecondary",n/a,"$121,920 ","$102,430 ","$57,020 ","$154,380 "
10,3,Finger Lakes Region,25-1071,"Health Specialties Teachers, Postsecondary",1630,"$143,030 ","$123,820 ","$66,820 ","$181,130 "
10,4,Hudson Valley Region,25-1071,"Health Specialties Teachers, Postsecondary",810,"$111,480 ","$92,260 ","$45,640 ","$144,400 "
10,5,Long Island Region,25-1071,"Health Specialties Teachers, Postsecondary",2170,"$83,460 ","$65,760 ","$52,290 ","$99,050 "
10,6,Mohawk Valley Region,25-1071,"Health Specialties Teachers, Postsecondary",190,"$76,320 ","$68,320 ","$45,260 ","$91,850 "
10,7,New York City Region,25-1071,"Health Specialties Teachers, Postsecondary",11710,"$135,050 ","$126,940 ","$68,170 ","$168,490 "
10,9,Southern Tier Region,25-1071,"Health Specialties Teachers, Postsecondary",n/a,"$129,560 ","$123,260 ","$63,010 ","$162,830 "
10,10,Western New York Region,25-1071,"Health Specialties Teachers, Postsecondary",1310,"$89,040 ","$78,540 ","$46,330 ","$110,400 "
10,1,Capital Region,25-1072,"Nursing Instructors and Teachers, Postsecondary",200,"$68,750 ","$68,540 ","$48,180 ","$79,040 "
10,2,Central New York Region,25-1072,"Nursing Instructors and Teachers, Postsecondary",160,"$76,410 ","$72,900 ","$57,340 ","$85,940 "
10,3,Finger Lakes Region,25-1072,"Nursing Instructors and Teachers, Postsecondary",480,"$95,100 ","$73,320 ","$38,620 ","$123,330 "
10,4,Hudson Valley Region,25-1072,"Nursing Instructors and Teachers, Postsecondary",370,"$82,430 ","$76,480 ","$44,730 ","$101,280 "
10,5,Long Island Region,25-1072,"Nursing Instructors and Teachers, Postsecondary",670,"$96,300 ","$96,040 ","$53,760 ","$117,570 "
10,6,Mohawk Valley Region,25-1072,"Nursing Instructors and Teachers, Postsecondary",240,"$86,620 ","$71,230 ","$45,390 ","$107,240 "
10,7,New York City Region,25-1072,"Nursing Instructors and Teachers, Postsecondary",1490,"$107,640 ","$107,150 ","$57,970 ","$132,470 "
10,8,North Country Region,25-1072,"Nursing Instructors and Teachers, Postsecondary",90,"$83,660 ","$74,970 ","$49,240 ","$100,880 "
10,9,Southern Tier Region,25-1072,"Nursing Instructors and Teachers, Postsecondary",210,"$80,150 ","$72,450 ","$48,970 ","$95,730 "
10,10,Western New York Region,25-1072,"Nursing Instructors and Teachers, Postsecondary",330,"$69,030 ","$70,490 ","$38,980 ","$84,050 "
10,1,Capital Region,25-1081,"Education Teachers, Postsecondary",380,"$66,330 ","$50,340 ","$39,620 ","$79,690 "
10,2,Central New York Region,25-1081,"Education Teachers, Postsecondary",220,"$75,020 ","$64,210 ","$45,860 ","$89,600 "
10,3,Finger Lakes Region,25-1081,"Education Teachers, Postsecondary",410,"$86,900 ","$75,380 ","$42,840 ","$108,930 "
10,4,Hudson Valley Region,25-1081,"Education Teachers, Postsecondary",680,"$72,730 ","$69,520 ","$38,330 ","$89,920 "
10,5,Long Island Region,25-1081,"Education Teachers, Postsecondary",590,"$67,020 ","$61,420 ","$42,700 ","$79,190 "
10,6,Mohawk Valley Region,25-1081,"Education Teachers, Postsecondary",160,"$66,080 ","$59,580 ","$45,740 ","$76,260 "
10,7,New York City Region,25-1081,"Education Teachers, Postsecondary",1980,"$104,700 ","$96,920 ","$47,750 ","$133,180 "
10,8,North Country Region,25-1081,"Education Teachers, Postsecondary",130,"$56,450 ","$51,210 ","$36,740 ","$66,300 "
10,9,Southern Tier Region,25-1081,"Education Teachers, Postsecondary",n/a,"$78,220 ","$68,310 ","$46,260 ","$94,200 "
10,10,Western New York Region,25-1081,"Education Teachers, Postsecondary",1020,"$58,350 ","$48,430 ","$35,400 ","$69,830 "
10,1,Capital Region,25-1082,"Library Science Teachers, Postsecondary",50,"$62,040 ","$49,490 ","$39,180 ","$73,470 "
10,4,Hudson Valley Region,25-1082,"Library Science Teachers, Postsecondary",n/a,"$75,220 ","$77,730 ","$29,820 ","$97,930 "
10,7,New York City Region,25-1082,"Library Science Teachers, Postsecondary",320,"$79,880 ","$76,440 ","$60,090 ","$89,780 "
10,1,Capital Region,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",90,"$65,940 ","$52,490 ","$42,520 ","$77,650 "
10,2,Central New York Region,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",n/a,"$58,190 ","$54,580 ","$39,350 ","$67,610 "
10,3,Finger Lakes Region,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",180,"$49,920 ","$40,530 ","$35,740 ","$57,010 "
10,4,Hudson Valley Region,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",140,"$63,070 ","$54,690 ","$35,650 ","$76,780 "
10,5,Long Island Region,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",120,"$66,220 ","$64,640 ","$48,330 ","$75,160 "
10,7,New York City Region,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",960,"$66,590 ","$58,590 ","$33,210 ","$83,280 "
10,8,North Country Region,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",40,"$55,200 ","$51,020 ","$42,390 ","$61,610 "
10,9,Southern Tier Region,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",n/a,"$58,880 ","$59,080 ","$39,980 ","$68,330 "
10,10,Western New York Region,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",170,"$66,440 ","$61,610 ","$40,410 ","$79,460 "
10,7,New York City Region,25-1112,"Law Teachers, Postsecondary",1490,"$147,050 ","$113,670 ","$45,480 ","$197,840 "
10,9,Southern Tier Region,25-1112,"Law Teachers, Postsecondary",n/a,"$232,420 ",,"$120,880 ","$288,200 "
10,10,Western New York Region,25-1112,"Law Teachers, Postsecondary",140,"$98,270 ","$88,430 ","$37,640 ","$128,580 "
10,1,Capital Region,25-1113,"Social Work Teachers, Postsecondary",n/a,"$99,130 ","$83,670 ","$50,660 ","$123,360 "
10,3,Finger Lakes Region,25-1113,"Social Work Teachers, Postsecondary",100,"$45,130 ","$39,240 ","$36,170 ","$49,620 "
10,4,Hudson Valley Region,25-1113,"Social Work Teachers, Postsecondary",n/a,"$61,790 ","$52,900 ","$42,860 ","$71,260 "
10,5,Long Island Region,25-1113,"Social Work Teachers, Postsecondary",n/a,"$60,030 ","$49,920 ","$37,840 ","$71,130 "
10,7,New York City Region,25-1113,"Social Work Teachers, Postsecondary",1100,"$106,080 ","$100,500 ","$47,500 ","$135,370 "
10,9,Southern Tier Region,25-1113,"Social Work Teachers, Postsecondary",120,"$92,370 ","$76,790 ","$46,630 ","$115,240 "
10,10,Western New York Region,25-1113,"Social Work Teachers, Postsecondary",120,"$57,650 ","$40,260 ","$35,880 ","$68,540 "
10,2,Central New York Region,25-1121,"Art, Drama, and Music Teachers, Postsecondary",350,"$84,710 ","$67,980 ","$45,640 ","$104,250 "
10,3,Finger Lakes Region,25-1121,"Art, Drama, and Music Teachers, Postsecondary",810,"$115,790 ","$93,870 ","$52,440 ","$147,460 "
10,4,Hudson Valley Region,25-1121,"Art, Drama, and Music Teachers, Postsecondary",1120,"$75,810 ","$65,420 ","$47,200 ","$90,110 "
10,5,Long Island Region,25-1121,"Art, Drama, and Music Teachers, Postsecondary",1320,"$77,940 ","$71,140 ","$47,530 ","$93,140 "
10,6,Mohawk Valley Region,25-1121,"Art, Drama, and Music Teachers, Postsecondary",240,"$84,520 ","$72,650 ","$45,230 ","$104,160 "
10,7,New York City Region,25-1121,"Art, Drama, and Music Teachers, Postsecondary",5610,"$126,240 ","$109,620 ","$61,760 ","$158,470 "
10,9,Southern Tier Region,25-1121,"Art, Drama, and Music Teachers, Postsecondary",280,"$85,860 ","$76,810 ","$49,110 ","$104,240 "
10,10,Western New York Region,25-1121,"Art, Drama, and Music Teachers, Postsecondary",630,"$62,190 ","$57,040 ","$36,530 ","$75,020 "
10,1,Capital Region,25-1122,"Communications Teachers, Postsecondary",140,"$84,390 ","$67,970 ","$45,960 ","$103,610 "
10,2,Central New York Region,25-1122,"Communications Teachers, Postsecondary",70,"$61,700 ","$58,720 ","$43,630 ","$70,740 "
10,3,Finger Lakes Region,25-1122,"Communications Teachers, Postsecondary",130,"$62,820 ","$58,290 ","$39,980 ","$74,230 "
10,5,Long Island Region,25-1122,"Communications Teachers, Postsecondary",410,"$67,330 ","$59,360 ","$42,370 ","$79,810 "
10,6,Mohawk Valley Region,25-1122,"Communications Teachers, Postsecondary",50,"$78,980 ","$71,210 ","$50,600 ","$93,170 "
10,7,New York City Region,25-1122,"Communications Teachers, Postsecondary",1340,"$113,540 ","$102,970 ","$53,810 ","$143,410 "
10,8,North Country Region,25-1122,"Communications Teachers, Postsecondary",40,"$61,600 ","$55,850 ","$39,010 ","$72,890 "
10,9,Southern Tier Region,25-1122,"Communications Teachers, Postsecondary",50,"$98,190 ","$102,760 ","$49,020 ","$122,770 "
10,10,Western New York Region,25-1122,"Communications Teachers, Postsecondary",190,"$57,630 ","$53,010 ","$35,220 ","$68,840 "
10,1,Capital Region,25-1123,"English Language and Literature Teachers, Postsecondary",540,"$87,930 ","$61,520 ","$43,620 ","$110,080 "
10,2,Central New York Region,25-1123,"English Language and Literature Teachers, Postsecondary",320,"$77,750 ","$66,310 ","$46,570 ","$93,340 "
10,3,Finger Lakes Region,25-1123,"English Language and Literature Teachers, Postsecondary",430,"$82,030 ","$62,470 ","$42,510 ","$101,790 "
10,4,Hudson Valley Region,25-1123,"English Language and Literature Teachers, Postsecondary",840,"$94,800 ","$76,970 ","$46,850 ","$118,770 "
10,5,Long Island Region,25-1123,"English Language and Literature Teachers, Postsecondary",790,"$75,950 ","$70,680 ","$46,430 ","$90,710 "
10,6,Mohawk Valley Region,25-1123,"English Language and Literature Teachers, Postsecondary",160,"$91,090 ","$77,690 ","$49,590 ","$111,840 "
10,7,New York City Region,25-1123,"English Language and Literature Teachers, Postsecondary",3670,"$108,090 ","$95,640 ","$53,820 ","$135,230 "
10,8,North Country Region,25-1123,"English Language and Literature Teachers, Postsecondary",n/a,"$73,400 ","$66,160 ","$41,770 ","$89,220 "
10,9,Southern Tier Region,25-1123,"English Language and Literature Teachers, Postsecondary",400,"$81,030 ","$69,680 ","$46,980 ","$98,050 "
10,10,Western New York Region,25-1123,"English Language and Literature Teachers, Postsecondary",570,"$66,140 ","$59,900 ","$37,120 ","$80,640 "
10,1,Capital Region,25-1124,"Foreign Language and Literature Teachers, Postsecondary",210,"$86,540 ","$62,490 ","$43,730 ","$107,950 "
10,2,Central New York Region,25-1124,"Foreign Language and Literature Teachers, Postsecondary",160,"$73,450 ","$62,580 ","$43,010 ","$88,670 "
10,3,Finger Lakes Region,25-1124,"Foreign Language and Literature Teachers, Postsecondary",160,"$78,470 ","$60,080 ","$41,030 ","$97,190 "
10,4,Hudson Valley Region,25-1124,"Foreign Language and Literature Teachers, Postsecondary",260,"$81,000 ","$64,690 ","$40,660 ","$101,180 "
10,5,Long Island Region,25-1124,"Foreign Language and Literature Teachers, Postsecondary",360,"$64,570 ","$55,640 ","$36,420 ","$78,640 "
10,6,Mohawk Valley Region,25-1124,"Foreign Language and Literature Teachers, Postsecondary",120,"$87,940 ","$67,180 ","$48,580 ","$107,620 "
10,7,New York City Region,25-1124,"Foreign Language and Literature Teachers, Postsecondary",1470,"$105,290 ","$91,000 ","$50,080 ","$132,890 "
10,8,North Country Region,25-1124,"Foreign Language and Literature Teachers, Postsecondary",40,"$72,480 ","$68,850 ","$49,610 ","$83,910 "
10,9,Southern Tier Region,25-1124,"Foreign Language and Literature Teachers, Postsecondary",190,"$91,060 ","$76,920 ","$49,830 ","$111,670 "
10,10,Western New York Region,25-1124,"Foreign Language and Literature Teachers, Postsecondary",160,"$67,620 ","$63,880 ","$37,000 ","$82,930 "
10,1,Capital Region,25-1125,"History Teachers, Postsecondary",160,"$73,010 ","$65,450 ","$43,060 ","$87,980 "
10,2,Central New York Region,25-1125,"History Teachers, Postsecondary",110,"$70,380 ","$60,260 ","$43,720 ","$83,710 "
10,3,Finger Lakes Region,25-1125,"History Teachers, Postsecondary",200,"$122,610 ","$91,900 ","$46,120 ","$160,860 "
10,4,Hudson Valley Region,25-1125,"History Teachers, Postsecondary",170,"$80,580 ","$69,830 ","$38,920 ","$101,400 "
10,5,Long Island Region,25-1125,"History Teachers, Postsecondary",230,"$76,740 ","$73,200 ","$39,910 ","$95,160 "
10,6,Mohawk Valley Region,25-1125,"History Teachers, Postsecondary",60,"$82,020 ","$71,810 ","$48,360 ","$98,850 "
10,7,New York City Region,25-1125,"History Teachers, Postsecondary",730,"$110,410 ","$95,790 ","$51,760 ","$139,740 "
10,9,Southern Tier Region,25-1125,"History Teachers, Postsecondary",120,"$96,860 ","$91,490 ","$62,440 ","$114,080 "
10,10,Western New York Region,25-1125,"History Teachers, Postsecondary",180,"$68,970 ","$66,730 ","$40,090 ","$83,410 "
10,1,Capital Region,25-1126,"Philosophy and Religion Teachers, Postsecondary",140,"$76,370 ","$64,990 ","$45,220 ","$91,950 "
10,2,Central New York Region,25-1126,"Philosophy and Religion Teachers, Postsecondary",100,"$67,920 ","$62,650 ","$43,790 ","$79,980 "
10,3,Finger Lakes Region,25-1126,"Philosophy and Religion Teachers, Postsecondary",160,"$104,470 ","$82,220 ","$48,790 ","$132,310 "
10,4,Hudson Valley Region,25-1126,"Philosophy and Religion Teachers, Postsecondary",250,"$80,030 ","$66,050 ","$45,440 ","$97,330 "
10,5,Long Island Region,25-1126,"Philosophy and Religion Teachers, Postsecondary",260,"$73,150 ","$66,950 ","$40,670 ","$89,390 "
10,6,Mohawk Valley Region,25-1126,"Philosophy and Religion Teachers, Postsecondary",50,"$86,880 ","$75,820 ","$52,600 ","$104,020 "
10,7,New York City Region,25-1126,"Philosophy and Religion Teachers, Postsecondary",1700,"$84,870 ","$68,990 ","$45,290 ","$104,660 "
10,9,Southern Tier Region,25-1126,"Philosophy and Religion Teachers, Postsecondary",n/a,"$108,310 ","$81,960 ","$43,930 ","$140,500 "
10,10,Western New York Region,25-1126,"Philosophy and Religion Teachers, Postsecondary",n/a,"$76,630 ","$69,640 ","$40,690 ","$94,590 "
10,1,Capital Region,25-1191,Graduate Teaching Assistants,860,"$40,440 ","$41,880 ","$27,860 ","$46,720 "
10,2,Central New York Region,25-1191,Graduate Teaching Assistants,710,"$37,620 ","$30,800 ","$22,700 ","$45,080 "
10,3,Finger Lakes Region,25-1191,Graduate Teaching Assistants,320,"$58,450 ","$59,590 ","$45,640 ","$64,860 "
10,4,Hudson Valley Region,25-1191,Graduate Teaching Assistants,170,"$43,170 ","$43,530 ","$24,930 ","$52,300 "
10,7,New York City Region,25-1191,Graduate Teaching Assistants,5230,"$44,480 ","$40,450 ","$30,920 ","$51,260 "
10,10,Western New York Region,25-1191,Graduate Teaching Assistants,580,"$25,180 ","$21,390 ","$20,180 ","$28,010 "
10,2,Central New York Region,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",110,"$55,270 ","$54,020 ","$37,670 ","$64,070 "
10,3,Finger Lakes Region,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",130,"$60,340 ","$58,570 ","$40,650 ","$70,180 "
10,4,Hudson Valley Region,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",120,"$73,770 ","$56,510 ","$34,950 ","$93,170 "
10,5,Long Island Region,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",240,"$68,470 ","$65,600 ","$46,430 ","$79,500 "
10,6,Mohawk Valley Region,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",120,"$58,590 ","$50,130 ","$36,800 ","$69,480 "
10,7,New York City Region,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",410,"$106,200 ","$92,330 ","$58,140 ","$130,230 "
10,8,North Country Region,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",70,"$70,110 ","$48,780 ","$32,800 ","$88,770 "
10,9,Southern Tier Region,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",110,"$83,320 ","$65,230 ","$43,680 ","$103,140 "
10,10,Western New York Region,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",120,"$61,780 ","$57,220 ","$38,700 ","$73,320 "
10,1,Capital Region,25-1194,"Vocational Education Teachers, Postsecondary",270,"$55,690 ","$50,530 ","$33,060 ","$67,010 "
10,2,Central New York Region,25-1194,"Vocational Education Teachers, Postsecondary",220,"$58,950 ","$61,690 ","$39,320 ","$68,770 "
10,3,Finger Lakes Region,25-1194,"Vocational Education Teachers, Postsecondary",360,"$57,650 ","$53,820 ","$35,050 ","$68,950 "
10,4,Hudson Valley Region,25-1194,"Vocational Education Teachers, Postsecondary",240,"$56,040 ","$53,320 ","$39,260 ","$64,430 "
10,5,Long Island Region,25-1194,"Vocational Education Teachers, Postsecondary",440,"$64,970 ","$60,050 ","$40,500 ","$77,200 "
10,6,Mohawk Valley Region,25-1194,"Vocational Education Teachers, Postsecondary",180,"$59,960 ","$54,540 ","$43,450 ","$68,220 "
10,7,New York City Region,25-1194,"Vocational Education Teachers, Postsecondary",1690,"$74,880 ","$74,710 ","$51,950 ","$86,340 "
10,8,North Country Region,25-1194,"Vocational Education Teachers, Postsecondary",140,"$56,760 ","$55,720 ","$43,210 ","$63,530 "
10,9,Southern Tier Region,25-1194,"Vocational Education Teachers, Postsecondary",230,"$58,430 ","$55,520 ","$38,540 ","$68,380 "
10,10,Western New York Region,25-1194,"Vocational Education Teachers, Postsecondary",620,"$71,850 ","$77,070 ","$38,070 ","$88,750 "
10,1,Capital Region,25-1199,"Postsecondary Teachers, All Other",210,"$70,640 ","$60,060 ","$42,640 ","$84,640 "
10,2,Central New York Region,25-1199,"Postsecondary Teachers, All Other",n/a,"$62,040 ","$52,290 ","$34,000 ","$76,060 "
10,3,Finger Lakes Region,25-1199,"Postsecondary Teachers, All Other",1110,"$141,780 ","$115,220 ","$66,540 ","$179,400 "
10,4,Hudson Valley Region,25-1199,"Postsecondary Teachers, All Other",740,"$95,940 ","$85,020 ","$44,680 ","$121,570 "
10,5,Long Island Region,25-1199,"Postsecondary Teachers, All Other",330,"$59,650 ","$56,240 ","$40,540 ","$69,210 "
10,6,Mohawk Valley Region,25-1199,"Postsecondary Teachers, All Other",n/a,"$59,870 ","$46,230 ","$31,580 ","$74,010 "
10,7,New York City Region,25-1199,"Postsecondary Teachers, All Other",2770,"$104,730 ","$94,410 ","$53,960 ","$130,120 "
10,8,North Country Region,25-1199,"Postsecondary Teachers, All Other",70,"$67,670 ","$58,920 ","$38,240 ","$82,390 "
10,9,Southern Tier Region,25-1199,"Postsecondary Teachers, All Other",n/a,"$135,830 ","$116,100 ","$68,650 ","$169,430 "
10,10,Western New York Region,25-1199,"Postsecondary Teachers, All Other",220,"$66,300 ","$58,580 ","$36,800 ","$81,050 "
10,1,Capital Region,25-2011,"Preschool Teachers, Except Special Education",1810,"$29,590 ","$24,650 ","$21,120 ","$33,820 "
10,2,Central New York Region,25-2011,"Preschool Teachers, Except Special Education",1460,"$28,020 ","$24,720 ","$21,530 ","$31,270 "
10,3,Finger Lakes Region,25-2011,"Preschool Teachers, Except Special Education",1850,"$30,070 ","$25,940 ","$21,310 ","$34,440 "
10,4,Hudson Valley Region,25-2011,"Preschool Teachers, Except Special Education",5640,"$39,470 ","$30,560 ","$22,010 ","$48,190 "
10,5,Long Island Region,25-2011,"Preschool Teachers, Except Special Education",4750,"$33,110 ","$28,710 ","$21,280 ","$39,020 "
10,6,Mohawk Valley Region,25-2011,"Preschool Teachers, Except Special Education",520,"$31,750 ","$27,570 ","$21,710 ","$36,770 "
10,7,New York City Region,25-2011,"Preschool Teachers, Except Special Education",20180,"$51,600 ","$43,890 ","$24,750 ","$65,020 "
10,8,North Country Region,25-2011,"Preschool Teachers, Except Special Education",370,"$35,210 ","$31,050 ","$23,660 ","$40,980 "
10,9,Southern Tier Region,25-2011,"Preschool Teachers, Except Special Education",930,"$26,670 ","$21,340 ","$20,180 ","$30,230 "
10,10,Western New York Region,25-2011,"Preschool Teachers, Except Special Education",2500,"$28,270 ","$23,710 ","$20,440 ","$32,180 "
10,1,Capital Region,25-2012,"Kindergarten Teachers, Except Special Education",450,"$63,030 ","$61,840 ","$43,770 ","$72,660 "
10,2,Central New York Region,25-2012,"Kindergarten Teachers, Except Special Education",250,"$63,320 ","$61,980 ","$50,920 ","$69,520 "
10,3,Finger Lakes Region,25-2012,"Kindergarten Teachers, Except Special Education",730,"$58,230 ","$56,610 ","$39,720 ","$67,490 "
10,4,Hudson Valley Region,25-2012,"Kindergarten Teachers, Except Special Education",1320,"$88,970 ","$94,270 ","$51,300 ","$107,800 "
10,5,Long Island Region,25-2012,"Kindergarten Teachers, Except Special Education",1350,"$103,850 ","$110,030 ","$77,280 ","$117,140 "
10,6,Mohawk Valley Region,25-2012,"Kindergarten Teachers, Except Special Education",210,"$63,020 ","$59,860 ","$47,520 ","$70,770 "
10,7,New York City Region,25-2012,"Kindergarten Teachers, Except Special Education",1700,"$57,810 ","$50,830 ","$36,490 ","$68,470 "
10,8,North Country Region,25-2012,"Kindergarten Teachers, Except Special Education",210,"$60,360 ","$59,070 ","$46,230 ","$67,430 "
10,9,Southern Tier Region,25-2012,"Kindergarten Teachers, Except Special Education",450,"$64,930 ","$60,890 ","$45,820 ","$74,490 "
10,10,Western New York Region,25-2012,"Kindergarten Teachers, Except Special Education",750,"$63,630 ","$59,970 ","$37,730 ","$76,570 "
10,1,Capital Region,25-2021,"Elementary School Teachers, Except Special Education",3890,"$66,610 ","$64,840 ","$47,510 ","$76,160 "
10,2,Central New York Region,25-2021,"Elementary School Teachers, Except Special Education",3300,"$65,710 ","$63,380 ","$50,640 ","$73,240 "
10,3,Finger Lakes Region,25-2021,"Elementary School Teachers, Except Special Education",5210,"$61,870 ","$59,070 ","$42,720 ","$71,440 "
10,4,Hudson Valley Region,25-2021,"Elementary School Teachers, Except Special Education",10810,"$93,420 ","$94,340 ","$62,810 ","$108,720 "
10,5,Long Island Region,25-2021,"Elementary School Teachers, Except Special Education",13470,"$100,380 ","$108,320 ","$67,860 ","$116,640 "
10,6,Mohawk Valley Region,25-2021,"Elementary School Teachers, Except Special Education",1940,"$60,710 ","$58,240 ","$43,700 ","$69,210 "
10,7,New York City Region,25-2021,"Elementary School Teachers, Except Special Education",29950,"$75,510 ","$75,620 ","$48,950 ","$88,790 "
10,8,North Country Region,25-2021,"Elementary School Teachers, Except Special Education",1620,"$58,140 ","$58,130 ","$43,960 ","$65,240 "
10,9,Southern Tier Region,25-2021,"Elementary School Teachers, Except Special Education",3100,"$60,310 ","$58,450 ","$44,690 ","$68,120 "
10,10,Western New York Region,25-2021,"Elementary School Teachers, Except Special Education",6280,"$65,170 ","$62,360 ","$42,280 ","$76,620 "
