Area Type, Area, Area Name,SOC_CODE, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,1,Capital Region,00-0000,"Total, All Occupations",519440,"$51,990 ","$40,840 ","$23,750 ","$66,120 "
10,2,Central New York Region,00-0000,"Total, All Occupations",345850,"$48,520 ","$37,730 ","$22,600 ","$61,490 "
10,3,Finger Lakes Region,00-0000,"Total, All Occupations",560130,"$49,210 ","$38,290 ","$22,890 ","$62,370 "
10,4,Hudson Valley Region,00-0000,"Total, All Occupations",950700,"$56,930 ","$41,700 ","$23,510 ","$73,640 "
10,5,Long Island Region,00-0000,"Total, All Occupations",1286280,"$57,650 ","$42,970 ","$23,490 ","$74,730 "
10,6,Mohawk Valley Region,00-0000,"Total, All Occupations",187430,"$44,100 ","$34,720 ","$21,730 ","$55,280 "
10,7,New York City Region,00-0000,"Total, All Occupations",4124740,"$68,790 ","$49,810 ","$24,600 ","$90,880 "
10,8,North Country Region,00-0000,"Total, All Occupations",149360,"$43,540 ","$35,320 ","$21,900 ","$54,360 "
10,9,Southern Tier Region,00-0000,"Total, All Occupations",261940,"$47,920 ","$37,120 ","$22,190 ","$60,790 "
10,10,Western New York Region,00-0000,"Total, All Occupations",642690,"$46,370 ","$36,260 ","$22,090 ","$58,500 "
10,1,Capital Region,11-0000,Management Occupations,26080,"$113,860 ","$99,760 ","$62,710 ","$139,440 "
10,2,Central New York Region,11-0000,Management Occupations,14290,"$113,260 ","$98,690 ","$57,860 ","$140,960 "
10,3,Finger Lakes Region,11-0000,Management Occupations,25560,"$120,210 ","$101,710 ","$61,060 ","$149,790 "
10,4,Hudson Valley Region,11-0000,Management Occupations,44460,"$144,000 ","$125,990 ","$68,440 ","$181,780 "
10,5,Long Island Region,11-0000,Management Occupations,58090,"$147,240 ","$128,600 ","$73,280 ","$184,220 "
10,6,Mohawk Valley Region,11-0000,Management Occupations,7080,"$101,650 ","$88,330 ","$56,990 ","$123,980 "
10,7,New York City Region,11-0000,Management Occupations,248410,"$173,800 ","$152,580 ","$84,440 ","$218,470 "
10,8,North Country Region,11-0000,Management Occupations,5720,"$92,560 ","$85,610 ","$53,160 ","$112,260 "
10,9,Southern Tier Region,11-0000,Management Occupations,11830,"$109,650 ","$94,700 ","$56,270 ","$136,340 "
10,10,Western New York Region,11-0000,Management Occupations,26920,"$111,230 ","$96,550 ","$56,960 ","$138,370 "
10,1,Capital Region,11-1011,Chief Executives,1050,"$155,310 ","$137,730 ","$97,270 ","$184,330 "
10,2,Central New York Region,11-1011,Chief Executives,570,"$158,480 ","$133,800 ","$94,390 ","$190,520 "
10,3,Finger Lakes Region,11-1011,Chief Executives,880,"$182,730 ","$151,140 ","$100,320 ","$223,940 "
10,4,Hudson Valley Region,11-1011,Chief Executives,1480,"$226,120 ",,"$118,360 ","$280,000 "
10,5,Long Island Region,11-1011,Chief Executives,1910,"$231,860 ",,"$125,790 ","$284,900 "
10,6,Mohawk Valley Region,11-1011,Chief Executives,300,"$144,710 ","$123,410 ","$100,880 ","$166,630 "
10,7,New York City Region,11-1011,Chief Executives,7350,"$258,880 ",,,
10,8,North Country Region,11-1011,Chief Executives,360,"$135,670 ","$120,180 ","$87,960 ","$159,520 "
10,9,Southern Tier Region,11-1011,Chief Executives,480,"$143,080 ","$122,940 ","$89,650 ","$169,790 "
10,10,Western New York Region,11-1011,Chief Executives,910,"$181,690 ","$147,310 ","$95,570 ","$224,750 "
10,1,Capital Region,11-1021,General and Operations Managers,8270,"$118,160 ","$97,370 ","$56,730 ","$148,880 "
10,2,Central New York Region,11-1021,General and Operations Managers,5700,"$112,020 ","$90,660 ","$49,100 ","$143,480 "
10,3,Finger Lakes Region,11-1021,General and Operations Managers,9200,"$128,320 ","$101,540 ","$55,450 ","$164,760 "
10,4,Hudson Valley Region,11-1021,General and Operations Managers,16690,"$140,650 ","$111,930 ","$57,980 ","$181,980 "
10,5,Long Island Region,11-1021,General and Operations Managers,24590,"$148,720 ","$123,720 ","$65,760 ","$190,200 "
10,6,Mohawk Valley Region,11-1021,General and Operations Managers,2600,"$104,160 ","$81,730 ","$49,550 ","$131,470 "
10,7,New York City Region,11-1021,General and Operations Managers,77730,"$176,720 ","$156,440 ","$74,220 ","$227,960 "
10,8,North Country Region,11-1021,General and Operations Managers,1980,"$86,080 ","$71,510 ","$42,900 ","$107,670 "
10,9,Southern Tier Region,11-1021,General and Operations Managers,4300,"$103,360 ","$83,180 ","$44,320 ","$132,870 "
10,10,Western New York Region,11-1021,General and Operations Managers,10910,"$110,090 ","$90,840 ","$48,380 ","$140,940 "
10,1,Capital Region,11-1031,Legislators,1170,"$90,140 ","$92,570 ","$82,080 ","$94,160 "
10,2,Central New York Region,11-1031,Legislators,530,"$90,730 ","$92,780 ","$80,480 ","$95,860 "
10,3,Finger Lakes Region,11-1031,Legislators,740,"$91,330 ","$91,970 ","$80,030 ","$96,980 "
10,4,Hudson Valley Region,11-1031,Legislators,860,"$88,070 ","$91,950 ","$73,560 ","$95,330 "
10,5,Long Island Region,11-1031,Legislators,320,"$89,880 ","$91,010 ","$66,160 ","$101,740 "
10,6,Mohawk Valley Region,11-1031,Legislators,540,"$89,000 ","$90,870 ","$79,610 ","$93,700 "
10,7,New York City Region,11-1031,Legislators,n/a,"$139,590 ","$134,930 ","$106,250 ","$156,260 "
10,8,North Country Region,11-1031,Legislators,630,"$88,210 ","$90,090 ","$77,220 ","$93,700 "
10,9,Southern Tier Region,11-1031,Legislators,780,"$90,490 ","$92,490 ","$82,920 ","$94,270 "
10,10,Western New York Region,11-1031,Legislators,810,"$88,960 ","$91,500 ","$77,540 ","$94,670 "
10,1,Capital Region,11-2011,Advertising and Promotions Managers,60,"$96,070 ","$79,800 ","$49,980 ","$119,110 "
10,2,Central New York Region,11-2011,Advertising and Promotions Managers,n/a,"$97,960 ","$92,990 ","$45,470 ","$124,200 "
10,3,Finger Lakes Region,11-2011,Advertising and Promotions Managers,60,"$89,480 ","$65,490 ","$45,780 ","$111,330 "
10,4,Hudson Valley Region,11-2011,Advertising and Promotions Managers,120,"$183,780 ","$168,080 ","$92,860 ","$229,250 "
10,6,Mohawk Valley Region,11-2011,Advertising and Promotions Managers,n/a,"$107,510 ","$83,020 ","$55,660 ","$133,430 "
10,7,New York City Region,11-2011,Advertising and Promotions Managers,4550,"$177,220 ","$157,740 ","$97,420 ","$217,120 "
10,9,Southern Tier Region,11-2011,Advertising and Promotions Managers,n/a,"$92,730 ","$89,270 ","$62,330 ","$107,930 "
10,10,Western New York Region,11-2011,Advertising and Promotions Managers,70,"$73,080 ","$61,890 ","$43,470 ","$87,880 "
10,1,Capital Region,11-2021,Marketing Managers,340,"$157,100 ","$147,180 ","$91,540 ","$189,880 "
10,2,Central New York Region,11-2021,Marketing Managers,200,"$143,900 ","$138,380 ","$81,100 ","$175,290 "
10,3,Finger Lakes Region,11-2021,Marketing Managers,670,"$131,360 ","$129,980 ","$75,650 ","$159,210 "
10,4,Hudson Valley Region,11-2021,Marketing Managers,810,"$197,080 ","$177,390 ","$108,950 ","$241,140 "
10,5,Long Island Region,11-2021,Marketing Managers,1110,"$169,870 ","$156,560 ","$97,250 ","$206,190 "
10,6,Mohawk Valley Region,11-2021,Marketing Managers,70,"$153,340 ","$126,280 ","$80,730 ","$189,640 "
10,7,New York City Region,11-2021,Marketing Managers,12490,"$202,000 ","$187,090 ","$119,050 ","$243,470 "
10,8,North Country Region,11-2021,Marketing Managers,50,"$106,690 ","$84,390 ","$74,200 ","$122,930 "
10,9,Southern Tier Region,11-2021,Marketing Managers,170,"$156,960 ","$146,270 ","$95,210 ","$187,840 "
10,10,Western New York Region,11-2021,Marketing Managers,430,"$138,480 ","$118,140 ","$77,690 ","$168,880 "
10,1,Capital Region,11-2022,Sales Managers,680,"$136,070 ","$116,370 ","$68,600 ","$169,810 "
10,2,Central New York Region,11-2022,Sales Managers,550,"$135,840 ","$120,620 ","$83,260 ","$162,130 "
10,3,Finger Lakes Region,11-2022,Sales Managers,1040,"$142,060 ","$132,240 ","$79,800 ","$173,180 "
10,4,Hudson Valley Region,11-2022,Sales Managers,1560,"$174,650 ","$163,800 ","$83,390 ","$220,280 "
10,5,Long Island Region,11-2022,Sales Managers,1990,"$187,130 ","$174,770 ","$109,820 ","$225,790 "
10,6,Mohawk Valley Region,11-2022,Sales Managers,150,"$147,000 ","$136,710 ","$89,920 ","$175,550 "
10,7,New York City Region,11-2022,Sales Managers,12490,"$226,790 ",,"$129,360 ","$275,510 "
10,8,North Country Region,11-2022,Sales Managers,50,"$137,950 ","$114,710 ","$70,290 ","$171,780 "
10,9,Southern Tier Region,11-2022,Sales Managers,200,"$146,010 ","$137,800 ","$80,840 ","$178,590 "
10,10,Western New York Region,11-2022,Sales Managers,1160,"$128,220 ","$106,750 ","$73,660 ","$155,490 "
10,1,Capital Region,11-2031,Public Relations and Fundraising Managers,420,"$96,760 ","$87,600 ","$55,190 ","$117,550 "
10,2,Central New York Region,11-2031,Public Relations and Fundraising Managers,110,"$113,040 ","$87,210 ","$68,050 ","$135,530 "
10,3,Finger Lakes Region,11-2031,Public Relations and Fundraising Managers,200,"$126,270 ","$104,900 ","$74,510 ","$152,150 "
10,4,Hudson Valley Region,11-2031,Public Relations and Fundraising Managers,340,"$130,640 ","$117,920 ","$83,410 ","$154,270 "
10,5,Long Island Region,11-2031,Public Relations and Fundraising Managers,280,"$125,620 ","$109,530 ","$79,190 ","$148,830 "
10,7,New York City Region,11-2031,Public Relations and Fundraising Managers,4270,"$178,650 ","$161,480 ","$97,600 ","$219,170 "
10,8,North Country Region,11-2031,Public Relations and Fundraising Managers,30,"$118,280 ","$96,100 ","$65,950 ","$144,450 "
10,9,Southern Tier Region,11-2031,Public Relations and Fundraising Managers,160,"$144,790 ","$126,330 ","$89,920 ","$172,230 "
10,10,Western New York Region,11-2031,Public Relations and Fundraising Managers,180,"$109,830 ","$94,490 ","$62,840 ","$133,320 "
10,1,Capital Region,11-3011,Administrative Services Managers,940,"$101,240 ","$94,500 ","$60,370 ","$121,670 "
10,2,Central New York Region,11-3011,Administrative Services Managers,430,"$100,630 ","$95,940 ","$65,260 ","$118,310 "
10,3,Finger Lakes Region,11-3011,Administrative Services Managers,870,"$96,800 ","$95,970 ","$66,580 ","$111,910 "
10,4,Hudson Valley Region,11-3011,Administrative Services Managers,1670,"$126,610 ","$118,800 ","$71,140 ","$154,350 "
10,5,Long Island Region,11-3011,Administrative Services Managers,2620,"$123,510 ","$113,980 ","$77,220 ","$146,650 "
10,6,Mohawk Valley Region,11-3011,Administrative Services Managers,180,"$101,760 ","$95,720 ","$69,420 ","$117,930 "
10,7,New York City Region,11-3011,Administrative Services Managers,10260,"$144,050 ","$132,850 ","$83,920 ","$174,120 "
10,8,North Country Region,11-3011,Administrative Services Managers,180,"$96,720 ","$87,840 ","$62,850 ","$113,660 "
10,9,Southern Tier Region,11-3011,Administrative Services Managers,350,"$109,530 ","$107,270 ","$66,460 ","$131,060 "
10,10,Western New York Region,11-3011,Administrative Services Managers,810,"$101,350 ","$93,920 ","$64,980 ","$119,530 "
10,1,Capital Region,11-3021,Computer and Information Systems Managers,1470,"$127,120 ","$119,540 ","$93,870 ","$143,750 "
10,2,Central New York Region,11-3021,Computer and Information Systems Managers,520,"$139,130 ","$127,550 ","$88,210 ","$164,590 "
10,3,Finger Lakes Region,11-3021,Computer and Information Systems Managers,1300,"$134,660 ","$122,800 ","$86,470 ","$158,760 "
10,4,Hudson Valley Region,11-3021,Computer and Information Systems Managers,1900,"$186,810 ","$180,120 ","$114,220 ","$223,110 "
10,5,Long Island Region,11-3021,Computer and Information Systems Managers,2560,"$164,800 ","$154,890 ","$111,770 ","$191,320 "
10,6,Mohawk Valley Region,11-3021,Computer and Information Systems Managers,140,"$111,990 ","$100,840 ","$76,300 ","$129,840 "
10,7,New York City Region,11-3021,Computer and Information Systems Managers,16270,"$195,200 ","$177,920 ","$120,130 ","$232,740 "
10,8,North Country Region,11-3021,Computer and Information Systems Managers,80,"$108,260 ","$97,200 ","$76,240 ","$124,270 "
10,9,Southern Tier Region,11-3021,Computer and Information Systems Managers,430,"$135,330 ","$119,300 ","$80,980 ","$162,510 "
10,10,Western New York Region,11-3021,Computer and Information Systems Managers,1070,"$129,820 ","$119,100 ","$86,420 ","$151,510 "
10,1,Capital Region,11-3031,Financial Managers,1570,"$136,560 ","$116,630 ","$85,270 ","$162,200 "
10,2,Central New York Region,11-3031,Financial Managers,840,"$137,500 ","$120,510 ","$77,180 ","$167,660 "
10,3,Finger Lakes Region,11-3031,Financial Managers,1370,"$143,500 ","$127,940 ","$79,240 ","$175,630 "
10,4,Hudson Valley Region,11-3031,Financial Managers,2600,"$174,250 ","$151,720 ","$94,050 ","$214,350 "
10,5,Long Island Region,11-3031,Financial Managers,3690,"$169,890 ","$146,830 ","$94,970 ","$207,350 "
10,6,Mohawk Valley Region,11-3031,Financial Managers,540,"$111,720 ","$94,980 ","$73,150 ","$131,010 "
10,7,New York City Region,11-3031,Financial Managers,27050,"$219,030 ","$205,870 ","$120,110 ","$268,480 "
10,8,North Country Region,11-3031,Financial Managers,190,"$99,200 ","$87,320 ","$56,320 ","$120,650 "
10,9,Southern Tier Region,11-3031,Financial Managers,560,"$136,810 ","$115,770 ","$71,870 ","$169,290 "
10,10,Western New York Region,11-3031,Financial Managers,1620,"$134,200 ","$118,740 ","$81,380 ","$160,620 "
10,1,Capital Region,11-3051,Industrial Production Managers,440,"$146,370 ","$127,080 ","$77,270 ","$180,910 "
10,2,Central New York Region,11-3051,Industrial Production Managers,300,"$108,080 ","$98,610 ","$69,630 ","$127,310 "
10,3,Finger Lakes Region,11-3051,Industrial Production Managers,610,"$105,500 ","$98,200 ","$70,510 ","$122,990 "
10,4,Hudson Valley Region,11-3051,Industrial Production Managers,540,"$147,360 ","$140,960 ","$90,120 ","$175,980 "
10,5,Long Island Region,11-3051,Industrial Production Managers,840,"$133,980 ","$127,410 ","$83,050 ","$159,440 "
10,6,Mohawk Valley Region,11-3051,Industrial Production Managers,90,"$89,440 ","$78,620 ","$54,480 ","$106,930 "
10,7,New York City Region,11-3051,Industrial Production Managers,940,"$151,670 ","$137,560 ","$83,190 ","$185,900 "
10,8,North Country Region,11-3051,Industrial Production Managers,110,"$105,430 ","$97,080 ","$72,580 ","$121,860 "
10,9,Southern Tier Region,11-3051,Industrial Production Managers,280,"$113,070 ","$106,450 ","$71,720 ","$133,740 "
10,10,Western New York Region,11-3051,Industrial Production Managers,600,"$121,270 ","$113,900 ","$78,110 ","$142,850 "
10,1,Capital Region,11-3061,Purchasing Managers,400,"$97,290 ","$89,490 ","$64,630 ","$113,610 "
10,2,Central New York Region,11-3061,Purchasing Managers,90,"$131,000 ","$108,210 ","$86,000 ","$153,490 "
10,3,Finger Lakes Region,11-3061,Purchasing Managers,190,"$117,680 ","$112,400 ","$84,210 ","$134,420 "
10,4,Hudson Valley Region,11-3061,Purchasing Managers,350,"$144,150 ","$137,340 ","$79,820 ","$176,310 "
10,5,Long Island Region,11-3061,Purchasing Managers,510,"$142,970 ","$136,160 ","$90,070 ","$169,420 "
10,6,Mohawk Valley Region,11-3061,Purchasing Managers,n/a,"$107,100 ","$103,110 ","$80,810 ","$120,250 "
10,7,New York City Region,11-3061,Purchasing Managers,1890,"$153,020 ","$144,100 ","$89,870 ","$184,590 "
10,8,North Country Region,11-3061,Purchasing Managers,n/a,"$80,790 ","$75,200 ","$53,520 ","$94,430 "
10,9,Southern Tier Region,11-3061,Purchasing Managers,160,"$118,130 ","$109,580 ","$62,880 ","$145,760 "
10,10,Western New York Region,11-3061,Purchasing Managers,210,"$114,850 ","$102,810 ","$75,470 ","$134,530 "
10,1,Capital Region,11-3071,"Transportation, Storage, and Distribution Managers",170,"$92,810 ","$90,420 ","$63,510 ","$107,460 "
10,2,Central New York Region,11-3071,"Transportation, Storage, and Distribution Managers",130,"$100,850 ","$93,170 ","$67,870 ","$117,340 "
10,3,Finger Lakes Region,11-3071,"Transportation, Storage, and Distribution Managers",140,"$106,640 ","$95,580 ","$64,640 ","$127,640 "
10,4,Hudson Valley Region,11-3071,"Transportation, Storage, and Distribution Managers",350,"$122,390 ","$111,970 ","$73,770 ","$146,710 "
10,5,Long Island Region,11-3071,"Transportation, Storage, and Distribution Managers",570,"$123,490 ","$107,780 ","$78,850 ","$145,810 "
10,6,Mohawk Valley Region,11-3071,"Transportation, Storage, and Distribution Managers",n/a,"$90,370 ","$83,710 ","$69,740 ","$100,690 "
10,7,New York City Region,11-3071,"Transportation, Storage, and Distribution Managers",1300,"$135,240 ","$114,520 ","$80,270 ","$162,730 "
10,8,North Country Region,11-3071,"Transportation, Storage, and Distribution Managers",40,"$83,980 ","$77,460 ","$56,100 ","$97,920 "
10,9,Southern Tier Region,11-3071,"Transportation, Storage, and Distribution Managers",90,"$103,770 ","$95,000 ","$64,670 ","$123,320 "
10,10,Western New York Region,11-3071,"Transportation, Storage, and Distribution Managers",240,"$101,310 ","$96,680 ","$62,100 ","$120,920 "
10,1,Capital Region,11-3111,Compensation and Benefits Managers,120,"$114,010 ","$99,580 ","$75,960 ","$133,040 "
10,2,Central New York Region,11-3111,Compensation and Benefits Managers,n/a,"$141,950 ","$132,620 ","$81,080 ","$172,390 "
10,3,Finger Lakes Region,11-3111,Compensation and Benefits Managers,70,"$143,840 ","$130,590 ","$78,370 ","$176,570 "
10,4,Hudson Valley Region,11-3111,Compensation and Benefits Managers,n/a,"$168,020 ","$149,130 ","$99,300 ","$202,380 "
10,5,Long Island Region,11-3111,Compensation and Benefits Managers,120,"$144,860 ","$137,620 ","$90,890 ","$171,840 "
10,7,New York City Region,11-3111,Compensation and Benefits Managers,970,"$158,470 ","$146,400 ","$101,620 ","$186,900 "
10,9,Southern Tier Region,11-3111,Compensation and Benefits Managers,n/a,"$132,540 ","$129,090 ","$88,940 ","$154,330 "
10,10,Western New York Region,11-3111,Compensation and Benefits Managers,60,"$154,400 ","$151,950 ","$92,240 ","$185,480 "
10,1,Capital Region,11-3121,Human Resources Managers,640,"$103,120 ","$96,430 ","$64,390 ","$122,480 "
10,2,Central New York Region,11-3121,Human Resources Managers,170,"$123,430 ","$117,540 ","$78,200 ","$146,050 "
10,3,Finger Lakes Region,11-3121,Human Resources Managers,390,"$130,270 ","$112,460 ","$76,390 ","$157,210 "
10,4,Hudson Valley Region,11-3121,Human Resources Managers,530,"$165,090 ","$150,900 ","$97,190 ","$199,040 "
10,5,Long Island Region,11-3121,Human Resources Managers,790,"$147,660 ","$138,400 ","$96,320 ","$173,330 "
10,6,Mohawk Valley Region,11-3121,Human Resources Managers,80,"$114,940 ","$99,120 ","$72,440 ","$136,190 "
10,7,New York City Region,11-3121,Human Resources Managers,6850,"$151,140 ","$129,930 ","$82,050 ","$185,690 "
10,8,North Country Region,11-3121,Human Resources Managers,40,"$99,430 ","$92,280 ","$66,580 ","$115,860 "
10,9,Southern Tier Region,11-3121,Human Resources Managers,170,"$138,800 ","$135,910 ","$84,220 ","$166,080 "
10,10,Western New York Region,11-3121,Human Resources Managers,340,"$122,720 ","$109,070 ","$81,510 ","$143,330 "
10,1,Capital Region,11-3131,Training and Development Managers,190,"$105,800 ","$101,710 ","$78,830 ","$119,290 "
10,2,Central New York Region,11-3131,Training and Development Managers,60,"$132,860 ","$129,470 ","$77,560 ","$160,510 "
10,3,Finger Lakes Region,11-3131,Training and Development Managers,250,"$108,390 ","$102,390 ","$78,150 ","$123,520 "
10,4,Hudson Valley Region,11-3131,Training and Development Managers,300,"$156,100 ","$147,100 ","$102,260 ","$183,030 "
10,5,Long Island Region,11-3131,Training and Development Managers,220,"$143,420 ","$136,440 ","$75,720 ","$177,270 "
10,6,Mohawk Valley Region,11-3131,Training and Development Managers,n/a,"$95,690 ","$93,460 ","$72,100 ","$107,490 "
10,7,New York City Region,11-3131,Training and Development Managers,1790,"$153,770 ","$140,260 ","$88,210 ","$186,550 "
10,8,North Country Region,11-3131,Training and Development Managers,20,"$92,950 ","$86,730 ","$71,120 ","$103,870 "
10,9,Southern Tier Region,11-3131,Training and Development Managers,n/a,"$99,300 ","$79,900 ","$57,080 ","$120,400 "
10,10,Western New York Region,11-3131,Training and Development Managers,110,"$111,220 ","$103,500 ","$72,220 ","$130,720 "
10,1,Capital Region,11-9021,Construction Managers,710,"$80,600 ","$76,580 ","$62,390 ","$89,710 "
10,2,Central New York Region,11-9021,Construction Managers,340,"$109,130 ","$88,350 ","$66,330 ","$130,530 "
10,3,Finger Lakes Region,11-9021,Construction Managers,840,"$86,910 ","$83,570 ","$60,910 ","$99,920 "
10,4,Hudson Valley Region,11-9021,Construction Managers,1260,"$143,580 ","$144,370 ","$87,880 ","$171,430 "
10,5,Long Island Region,11-9021,Construction Managers,1650,"$129,150 ","$125,580 ","$79,620 ","$153,910 "
10,7,New York City Region,11-9021,Construction Managers,6660,"$132,480 ","$122,060 ","$73,070 ","$162,190 "
10,8,North Country Region,11-9021,Construction Managers,120,"$87,570 ","$87,720 ","$53,440 ","$104,630 "
10,9,Southern Tier Region,11-9021,Construction Managers,230,"$100,460 ","$91,390 ","$60,440 ","$120,460 "
10,10,Western New York Region,11-9021,Construction Managers,530,"$85,660 ","$79,030 ","$59,100 ","$98,950 "
10,1,Capital Region,11-9031,"Education Administrators, Preschool and Childcare Center/Program",310,"$50,080 ","$39,480 ","$33,470 ","$58,380 "
10,2,Central New York Region,11-9031,"Education Administrators, Preschool and Childcare Center/Program",160,"$56,860 ","$41,400 ","$33,080 ","$68,750 "
10,4,Hudson Valley Region,11-9031,"Education Administrators, Preschool and Childcare Center/Program",640,"$62,710 ","$49,850 ","$35,490 ","$76,330 "
10,5,Long Island Region,11-9031,"Education Administrators, Preschool and Childcare Center/Program",750,"$71,190 ","$59,910 ","$37,080 ","$88,240 "
10,6,Mohawk Valley Region,11-9031,"Education Administrators, Preschool and Childcare Center/Program",90,"$60,120 ","$43,360 ","$33,430 ","$73,460 "
10,7,New York City Region,11-9031,"Education Administrators, Preschool and Childcare Center/Program",2250,"$78,870 ","$71,630 ","$51,480 ","$92,570 "
10,8,North Country Region,11-9031,"Education Administrators, Preschool and Childcare Center/Program",30,"$66,870 ","$56,990 ","$44,390 ","$78,120 "
10,9,Southern Tier Region,11-9031,"Education Administrators, Preschool and Childcare Center/Program",100,"$51,410 ","$46,060 ","$33,880 ","$60,180 "
10,10,Western New York Region,11-9031,"Education Administrators, Preschool and Childcare Center/Program",320,"$43,460 ","$39,250 ","$32,140 ","$49,130 "
10,1,Capital Region,11-9032,"Education Administrators, Elementary and Secondary School",770,"$109,280 ","$109,150 ","$73,780 ","$127,040 "
10,2,Central New York Region,11-9032,"Education Administrators, Elementary and Secondary School",530,"$96,610 ","$96,140 ","$75,130 ","$107,350 "
10,3,Finger Lakes Region,11-9032,"Education Administrators, Elementary and Secondary School",1150,"$101,710 ","$99,280 ","$69,970 ","$117,590 "
10,4,Hudson Valley Region,11-9032,"Education Administrators, Elementary and Secondary School",3090,"$146,470 ","$148,150 ","$104,970 ","$167,220 "
10,5,Long Island Region,11-9032,"Education Administrators, Elementary and Secondary School",2730,"$147,000 ","$148,070 ","$104,480 ","$168,270 "
10,6,Mohawk Valley Region,11-9032,"Education Administrators, Elementary and Secondary School",380,"$96,650 ","$94,580 ","$73,420 ","$108,260 "
10,7,New York City Region,11-9032,"Education Administrators, Elementary and Secondary School",8440,"$120,840 ","$118,820 ","$87,260 ","$137,630 "
10,8,North Country Region,11-9032,"Education Administrators, Elementary and Secondary School",310,"$95,120 ","$94,910 ","$75,720 ","$104,820 "
10,9,Southern Tier Region,11-9032,"Education Administrators, Elementary and Secondary School",570,"$95,020 ","$89,570 ","$67,070 ","$109,000 "
10,10,Western New York Region,11-9032,"Education Administrators, Elementary and Secondary School",1290,"$96,120 ","$95,590 ","$66,100 ","$111,120 "
10,1,Capital Region,11-9033,"Education Administrators, Postsecondary",670,"$118,790 ","$100,940 ","$65,840 ","$145,260 "
10,2,Central New York Region,11-9033,"Education Administrators, Postsecondary",420,"$111,810 ","$100,620 ","$65,760 ","$134,830 "
10,3,Finger Lakes Region,11-9033,"Education Administrators, Postsecondary",950,"$123,550 ","$103,140 ","$64,880 ","$152,890 "
10,4,Hudson Valley Region,11-9033,"Education Administrators, Postsecondary",890,"$114,130 ","$97,350 ","$65,390 ","$138,500 "
10,5,Long Island Region,11-9033,"Education Administrators, Postsecondary",1070,"$97,840 ","$80,570 ","$51,360 ","$121,080 "
10,6,Mohawk Valley Region,11-9033,"Education Administrators, Postsecondary",240,"$98,870 ","$89,280 ","$56,490 ","$120,060 "
10,7,New York City Region,11-9033,"Education Administrators, Postsecondary",5770,"$123,160 ","$105,790 ","$72,180 ","$148,650 "
10,8,North Country Region,11-9033,"Education Administrators, Postsecondary",230,"$91,940 ","$83,610 ","$50,850 ","$112,490 "
10,9,Southern Tier Region,11-9033,"Education Administrators, Postsecondary",500,"$122,300 ","$101,640 ","$64,730 ","$151,090 "
10,10,Western New York Region,11-9033,"Education Administrators, Postsecondary",640,"$96,020 ","$79,390 ","$52,000 ","$118,040 "
10,1,Capital Region,11-9039,"Education Administrators, All Other",60,"$93,230 ","$90,540 ","$60,100 ","$109,800 "
10,2,Central New York Region,11-9039,"Education Administrators, All Other",n/a,"$83,360 ","$88,360 ","$47,730 ","$101,180 "
10,3,Finger Lakes Region,11-9039,"Education Administrators, All Other",n/a,"$72,440 ","$69,960 ","$51,750 ","$82,780 "
10,4,Hudson Valley Region,11-9039,"Education Administrators, All Other",230,"$103,130 ","$103,550 ","$55,790 ","$126,790 "
10,6,Mohawk Valley Region,11-9039,"Education Administrators, All Other",n/a,"$80,560 ","$77,620 ","$62,230 ","$89,730 "
10,7,New York City Region,11-9039,"Education Administrators, All Other",780,"$102,130 ","$86,900 ","$52,620 ","$126,890 "
10,10,Western New York Region,11-9039,"Education Administrators, All Other",80,"$74,770 ","$74,800 ","$52,210 ","$86,040 "
10,1,Capital Region,11-9041,Architectural and Engineering Managers,720,"$142,910 ","$135,590 ","$104,400 ","$162,160 "
10,2,Central New York Region,11-9041,Architectural and Engineering Managers,360,"$143,770 ","$142,450 ","$105,050 ","$163,130 "
10,3,Finger Lakes Region,11-9041,Architectural and Engineering Managers,690,"$136,940 ","$130,840 ","$103,530 ","$153,650 "
10,4,Hudson Valley Region,11-9041,Architectural and Engineering Managers,900,"$186,270 ","$166,680 ","$123,660 ","$217,570 "
10,5,Long Island Region,11-9041,Architectural and Engineering Managers,820,"$158,720 ","$153,960 ","$109,310 ","$183,430 "
10,6,Mohawk Valley Region,11-9041,Architectural and Engineering Managers,n/a,"$131,970 ","$122,480 ","$94,730 ","$150,600 "
10,7,New York City Region,11-9041,Architectural and Engineering Managers,2730,"$172,890 ","$155,420 ","$109,390 ","$204,650 "
10,8,North Country Region,11-9041,Architectural and Engineering Managers,40,"$169,410 ","$142,810 ","$77,130 ","$215,550 "
10,9,Southern Tier Region,11-9041,Architectural and Engineering Managers,420,"$138,450 ","$127,780 ","$93,760 ","$160,790 "
10,10,Western New York Region,11-9041,Architectural and Engineering Managers,590,"$136,380 ","$129,530 ","$94,880 ","$157,120 "
10,1,Capital Region,11-9051,Food Service Managers,370,"$64,030 ","$65,280 ","$46,240 ","$72,930 "
10,2,Central New York Region,11-9051,Food Service Managers,270,"$54,520 ","$50,110 ","$39,230 ","$62,170 "
10,3,Finger Lakes Region,11-9051,Food Service Managers,490,"$52,900 ","$49,760 ","$34,100 ","$62,290 "
10,4,Hudson Valley Region,11-9051,Food Service Managers,860,"$64,700 ","$60,130 ","$42,460 ","$75,820 "
10,5,Long Island Region,11-9051,Food Service Managers,890,"$70,340 ","$67,780 ","$44,110 ","$83,450 "
