,Area Type, Area, Area Name,SOC_CODE, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             ,Rank,Probability,Label,Occupation
176,10,8,North Country Region,11-9031,"Education Administrators, Preschool and Childcare Center/Program",30,"$66,870 ","$56,990 ","$44,390 ","$78,120 ",71,0.015,0.0,"Education Administrators, Preschool and Childcare Center/Program"
177,10,9,Southern Tier Region,11-9031,"Education Administrators, Preschool and Childcare Center/Program",100,"$51,410 ","$46,060 ","$33,880 ","$60,180 ",71,0.015,0.0,"Education Administrators, Preschool and Childcare Center/Program"
178,10,10,Western New York Region,11-9031,"Education Administrators, Preschool and Childcare Center/Program",320,"$43,460 ","$39,250 ","$32,140 ","$49,130 ",71,0.015,0.0,"Education Administrators, Preschool and Childcare Center/Program"
179,1,36,New York State,11-9031,"Education Administrators, Preschool and Childcare Center/Program",4860,"$68,370 ","$60,870 ","$38,110 ","$83,500 ",71,0.015,0.0,"Education Administrators, Preschool and Childcare Center/Program"
180,10,1,Capital Region,11-9032,"Education Administrators, Elementary and Secondary School",770,"$109,280 ","$109,150 ","$73,780 ","$127,040 ",22,0.0046,,"Education Administrators, Elementary and Secondary School"
181,10,2,Central New York Region,11-9032,"Education Administrators, Elementary and Secondary School",530,"$96,610 ","$96,140 ","$75,130 ","$107,350 ",22,0.0046,,"Education Administrators, Elementary and Secondary School"
182,10,3,Finger Lakes Region,11-9032,"Education Administrators, Elementary and Secondary School",1150,"$101,710 ","$99,280 ","$69,970 ","$117,590 ",22,0.0046,,"Education Administrators, Elementary and Secondary School"
183,10,4,Hudson Valley Region,11-9032,"Education Administrators, Elementary and Secondary School",3090,"$146,470 ","$148,150 ","$104,970 ","$167,220 ",22,0.0046,,"Education Administrators, Elementary and Secondary School"
184,10,5,Long Island Region,11-9032,"Education Administrators, Elementary and Secondary School",2730,"$147,000 ","$148,070 ","$104,480 ","$168,270 ",22,0.0046,,"Education Administrators, Elementary and Secondary School"
185,10,6,Mohawk Valley Region,11-9032,"Education Administrators, Elementary and Secondary School",380,"$96,650 ","$94,580 ","$73,420 ","$108,260 ",22,0.0046,,"Education Administrators, Elementary and Secondary School"
186,10,7,New York City Region,11-9032,"Education Administrators, Elementary and Secondary School",8440,"$120,840 ","$118,820 ","$87,260 ","$137,630 ",22,0.0046,,"Education Administrators, Elementary and Secondary School"
187,10,8,North Country Region,11-9032,"Education Administrators, Elementary and Secondary School",310,"$95,120 ","$94,910 ","$75,720 ","$104,820 ",22,0.0046,,"Education Administrators, Elementary and Secondary School"
188,10,9,Southern Tier Region,11-9032,"Education Administrators, Elementary and Secondary School",570,"$95,020 ","$89,570 ","$67,070 ","$109,000 ",22,0.0046,,"Education Administrators, Elementary and Secondary School"
189,10,10,Western New York Region,11-9032,"Education Administrators, Elementary and Secondary School",1290,"$96,120 ","$95,590 ","$66,100 ","$111,120 ",22,0.0046,,"Education Administrators, Elementary and Secondary School"
190,1,36,New York State,11-9032,"Education Administrators, Elementary and Secondary School",19260,"$123,070 ","$120,210 ","$82,410 ","$143,400 ",22,0.0046,,"Education Administrators, Elementary and Secondary School"
191,10,1,Capital Region,11-9033,"Education Administrators, Postsecondary",670,"$118,790 ","$100,940 ","$65,840 ","$145,260 ",52,0.01,,"Education Administrators, Postsecondary"
192,10,2,Central New York Region,11-9033,"Education Administrators, Postsecondary",420,"$111,810 ","$100,620 ","$65,760 ","$134,830 ",52,0.01,,"Education Administrators, Postsecondary"
193,10,3,Finger Lakes Region,11-9033,"Education Administrators, Postsecondary",950,"$123,550 ","$103,140 ","$64,880 ","$152,890 ",52,0.01,,"Education Administrators, Postsecondary"
194,10,4,Hudson Valley Region,11-9033,"Education Administrators, Postsecondary",890,"$114,130 ","$97,350 ","$65,390 ","$138,500 ",52,0.01,,"Education Administrators, Postsecondary"
195,10,5,Long Island Region,11-9033,"Education Administrators, Postsecondary",1070,"$97,840 ","$80,570 ","$51,360 ","$121,080 ",52,0.01,,"Education Administrators, Postsecondary"
196,10,6,Mohawk Valley Region,11-9033,"Education Administrators, Postsecondary",240,"$98,870 ","$89,280 ","$56,490 ","$120,060 ",52,0.01,,"Education Administrators, Postsecondary"
197,10,7,New York City Region,11-9033,"Education Administrators, Postsecondary",5770,"$123,160 ","$105,790 ","$72,180 ","$148,650 ",52,0.01,,"Education Administrators, Postsecondary"
198,10,8,North Country Region,11-9033,"Education Administrators, Postsecondary",230,"$91,940 ","$83,610 ","$50,850 ","$112,490 ",52,0.01,,"Education Administrators, Postsecondary"
199,10,9,Southern Tier Region,11-9033,"Education Administrators, Postsecondary",500,"$122,300 ","$101,640 ","$64,730 ","$151,090 ",52,0.01,,"Education Administrators, Postsecondary"
200,10,10,Western New York Region,11-9033,"Education Administrators, Postsecondary",640,"$96,020 ","$79,390 ","$52,000 ","$118,040 ",52,0.01,,"Education Administrators, Postsecondary"
201,1,36,New York State,11-9033,"Education Administrators, Postsecondary",11380,"$116,730 ","$100,430 ","$64,310 ","$142,940 ",52,0.01,,"Education Administrators, Postsecondary"
202,10,1,Capital Region,11-9041,Architectural and Engineering Managers,720,"$142,910 ","$135,590 ","$104,400 ","$162,160 ",78,0.017,,Architectural and Engineering Managers
203,10,2,Central New York Region,11-9041,Architectural and Engineering Managers,360,"$143,770 ","$142,450 ","$105,050 ","$163,130 ",78,0.017,,Architectural and Engineering Managers
204,10,3,Finger Lakes Region,11-9041,Architectural and Engineering Managers,690,"$136,940 ","$130,840 ","$103,530 ","$153,650 ",78,0.017,,Architectural and Engineering Managers
205,10,4,Hudson Valley Region,11-9041,Architectural and Engineering Managers,900,"$186,270 ","$166,680 ","$123,660 ","$217,570 ",78,0.017,,Architectural and Engineering Managers
206,10,5,Long Island Region,11-9041,Architectural and Engineering Managers,820,"$158,720 ","$153,960 ","$109,310 ","$183,430 ",78,0.017,,Architectural and Engineering Managers
207,10,6,Mohawk Valley Region,11-9041,Architectural and Engineering Managers,n/a,"$131,970 ","$122,480 ","$94,730 ","$150,600 ",78,0.017,,Architectural and Engineering Managers
208,10,7,New York City Region,11-9041,Architectural and Engineering Managers,2730,"$172,890 ","$155,420 ","$109,390 ","$204,650 ",78,0.017,,Architectural and Engineering Managers
209,10,8,North Country Region,11-9041,Architectural and Engineering Managers,40,"$169,410 ","$142,810 ","$77,130 ","$215,550 ",78,0.017,,Architectural and Engineering Managers
210,10,9,Southern Tier Region,11-9041,Architectural and Engineering Managers,420,"$138,450 ","$127,780 ","$93,760 ","$160,790 ",78,0.017,,Architectural and Engineering Managers
211,10,10,Western New York Region,11-9041,Architectural and Engineering Managers,590,"$136,380 ","$129,530 ","$94,880 ","$157,120 ",78,0.017,,Architectural and Engineering Managers
212,1,36,New York State,11-9041,Architectural and Engineering Managers,7430,"$159,640 ","$146,930 ","$105,270 ","$186,830 ",78,0.017,,Architectural and Engineering Managers
213,10,1,Capital Region,11-9051,Food Service Managers,370,"$64,030 ","$65,280 ","$46,240 ","$72,930 ",162,0.083,,Food Service Managers
214,10,2,Central New York Region,11-9051,Food Service Managers,270,"$54,520 ","$50,110 ","$39,230 ","$62,170 ",162,0.083,,Food Service Managers
215,10,3,Finger Lakes Region,11-9051,Food Service Managers,490,"$52,900 ","$49,760 ","$34,100 ","$62,290 ",162,0.083,,Food Service Managers
216,10,4,Hudson Valley Region,11-9051,Food Service Managers,860,"$64,700 ","$60,130 ","$42,460 ","$75,820 ",162,0.083,,Food Service Managers
217,10,5,Long Island Region,11-9051,Food Service Managers,890,"$70,340 ","$67,780 ","$44,110 ","$83,450 ",162,0.083,,Food Service Managers
218,10,6,Mohawk Valley Region,11-9051,Food Service Managers,120,"$60,410 ","$58,120 ","$42,690 ","$69,260 ",162,0.083,,Food Service Managers
219,10,7,New York City Region,11-9051,Food Service Managers,2180,"$85,480 ","$73,420 ","$51,700 ","$102,360 ",162,0.083,,Food Service Managers
220,10,8,North Country Region,11-9051,Food Service Managers,100,"$52,940 ","$49,250 ","$33,320 ","$62,760 ",162,0.083,,Food Service Managers
221,10,9,Southern Tier Region,11-9051,Food Service Managers,210,"$54,640 ","$49,540 ","$34,910 ","$64,510 ",162,0.083,,Food Service Managers
222,10,10,Western New York Region,11-9051,Food Service Managers,500,"$58,050 ","$56,750 ","$35,160 ","$69,500 ",162,0.083,,Food Service Managers
223,1,36,New York State,11-9051,Food Service Managers,6010,"$70,410 ","$65,000 ","$42,090 ","$84,570 ",162,0.083,,Food Service Managers
224,10,1,Capital Region,11-9081,Lodging Managers,n/a,"$49,000 ","$50,210 ","$36,550 ","$55,230 ",12,0.0039,,Lodging Managers
225,10,2,Central New York Region,11-9081,Lodging Managers,n/a,"$59,540 ","$55,740 ","$42,020 ","$68,300 ",12,0.0039,,Lodging Managers
226,10,4,Hudson Valley Region,11-9081,Lodging Managers,n/a,"$82,160 ","$85,200 ","$40,250 ","$103,120 ",12,0.0039,,Lodging Managers
227,10,5,Long Island Region,11-9081,Lodging Managers,n/a,"$65,920 ","$58,130 ","$46,910 ","$75,430 ",12,0.0039,,Lodging Managers
228,10,7,New York City Region,11-9081,Lodging Managers,260,"$93,350 ","$84,920 ","$57,250 ","$111,400 ",12,0.0039,,Lodging Managers
229,10,10,Western New York Region,11-9081,Lodging Managers,50,"$48,510 ","$37,930 ","$29,670 ","$57,930 ",12,0.0039,,Lodging Managers
230,1,36,New York State,11-9081,Lodging Managers,560,"$75,310 ","$62,520 ","$43,660 ","$91,130 ",12,0.0039,,Lodging Managers
231,10,1,Capital Region,11-9111,Medical and Health Services Managers,1670,"$107,240 ","$94,770 ","$69,200 ","$126,250 ",36,0.0073,,Medical and Health Services Managers
232,10,2,Central New York Region,11-9111,Medical and Health Services Managers,700,"$109,230 ","$98,000 ","$70,400 ","$128,650 ",36,0.0073,,Medical and Health Services Managers
233,10,3,Finger Lakes Region,11-9111,Medical and Health Services Managers,1290,"$118,530 ","$99,330 ","$70,410 ","$142,590 ",36,0.0073,,Medical and Health Services Managers
234,10,4,Hudson Valley Region,11-9111,Medical and Health Services Managers,2740,"$137,540 ","$122,940 ","$83,050 ","$164,790 ",36,0.0073,,Medical and Health Services Managers
235,10,5,Long Island Region,11-9111,Medical and Health Services Managers,4170,"$150,630 ","$128,100 ","$93,660 ","$179,120 ",36,0.0073,,Medical and Health Services Managers
236,10,6,Mohawk Valley Region,11-9111,Medical and Health Services Managers,510,"$101,750 ","$88,310 ","$68,080 ","$118,580 ",36,0.0073,,Medical and Health Services Managers
237,10,7,New York City Region,11-9111,Medical and Health Services Managers,12750,"$148,580 ","$128,620 ","$86,220 ","$179,750 ",36,0.0073,,Medical and Health Services Managers
238,10,8,North Country Region,11-9111,Medical and Health Services Managers,370,"$103,680 ","$92,250 ","$69,640 ","$120,700 ",36,0.0073,,Medical and Health Services Managers
239,10,9,Southern Tier Region,11-9111,Medical and Health Services Managers,520,"$107,600 ","$93,100 ","$64,780 ","$129,010 ",36,0.0073,,Medical and Health Services Managers
240,10,10,Western New York Region,11-9111,Medical and Health Services Managers,1210,"$112,120 ","$99,710 ","$73,060 ","$131,650 ",36,0.0073,,Medical and Health Services Managers
241,1,36,New York State,11-9111,Medical and Health Services Managers,26010,"$138,460 ","$120,560 ","$80,980 ","$167,210 ",36,0.0073,,Medical and Health Services Managers
242,10,1,Capital Region,11-9121,Natural Sciences Managers,210,"$158,450 ","$138,560 ","$96,070 ","$189,640 ",80,0.018,,Natural Sciences Managers
243,10,2,Central New York Region,11-9121,Natural Sciences Managers,80,"$116,750 ","$109,140 ","$87,470 ","$131,380 ",80,0.018,,Natural Sciences Managers
244,10,3,Finger Lakes Region,11-9121,Natural Sciences Managers,90,"$104,070 ","$98,120 ","$65,870 ","$123,170 ",80,0.018,,Natural Sciences Managers
245,10,4,Hudson Valley Region,11-9121,Natural Sciences Managers,370,"$160,310 ","$145,090 ","$100,680 ","$190,130 ",80,0.018,,Natural Sciences Managers
246,10,5,Long Island Region,11-9121,Natural Sciences Managers,230,"$168,730 ","$154,180 ","$106,200 ","$199,990 ",80,0.018,,Natural Sciences Managers
247,10,7,New York City Region,11-9121,Natural Sciences Managers,780,"$159,340 ","$127,760 ","$87,170 ","$195,420 ",80,0.018,,Natural Sciences Managers
248,10,8,North Country Region,11-9121,Natural Sciences Managers,n/a,"$105,740 ","$94,790 ","$89,050 ","$114,080 ",80,0.018,,Natural Sciences Managers
249,10,9,Southern Tier Region,11-9121,Natural Sciences Managers,n/a,"$122,350 ","$112,020 ","$83,640 ","$141,710 ",80,0.018,,Natural Sciences Managers
250,10,10,Western New York Region,11-9121,Natural Sciences Managers,90,"$113,960 ","$104,210 ","$87,360 ","$127,260 ",80,0.018,,Natural Sciences Managers
251,1,36,New York State,11-9121,Natural Sciences Managers,1900,"$153,250 ","$130,740 ","$89,720 ","$185,010 ",80,0.018,,Natural Sciences Managers
252,10,1,Capital Region,11-9131,Postmasters and Mail Superintendents,90,"$74,680 ","$72,670 ","$61,710 ","$81,160 ",409,0.75,,Postmasters and Mail Superintendents
253,10,2,Central New York Region,11-9131,Postmasters and Mail Superintendents,60,"$75,070 ","$72,800 ","$63,760 ","$80,730 ",409,0.75,,Postmasters and Mail Superintendents
254,10,3,Finger Lakes Region,11-9131,Postmasters and Mail Superintendents,80,"$72,240 ","$71,960 ","$58,120 ","$79,300 ",409,0.75,,Postmasters and Mail Superintendents
255,10,4,Hudson Valley Region,11-9131,Postmasters and Mail Superintendents,200,"$75,230 ","$74,870 ","$63,320 ","$81,190 ",409,0.75,,Postmasters and Mail Superintendents
256,10,5,Long Island Region,11-9131,Postmasters and Mail Superintendents,150,"$81,630 ","$81,720 ","$70,990 ","$86,950 ",409,0.75,,Postmasters and Mail Superintendents
257,10,6,Mohawk Valley Region,11-9131,Postmasters and Mail Superintendents,60,"$72,530 ","$72,350 ","$62,350 ","$77,620 ",409,0.75,,Postmasters and Mail Superintendents
258,10,8,North Country Region,11-9131,Postmasters and Mail Superintendents,70,"$68,640 ","$66,770 ","$59,850 ","$73,030 ",409,0.75,,Postmasters and Mail Superintendents
259,10,9,Southern Tier Region,11-9131,Postmasters and Mail Superintendents,70,"$72,650 ","$72,030 ","$58,780 ","$79,580 ",409,0.75,,Postmasters and Mail Superintendents
260,10,10,Western New York Region,11-9131,Postmasters and Mail Superintendents,90,"$73,680 ","$73,260 ","$58,220 ","$81,420 ",409,0.75,,Postmasters and Mail Superintendents
261,1,36,New York State,11-9131,Postmasters and Mail Superintendents,880,"$75,230 ","$74,880 ","$62,040 ","$81,830 ",409,0.75,,Postmasters and Mail Superintendents
262,10,1,Capital Region,11-9141,"Property, Real Estate, and Community Association Managers",270,"$84,000 ","$79,500 ","$61,830 ","$95,080 ",446.,0.81,,"Property, Real Estate, and Community Association Managers"
263,10,2,Central New York Region,11-9141,"Property, Real Estate, and Community Association Managers",100,"$93,650 ","$86,160 ","$57,240 ","$111,850 ",446.,0.81,,"Property, Real Estate, and Community Association Managers"
264,10,3,Finger Lakes Region,11-9141,"Property, Real Estate, and Community Association Managers",320,"$79,840 ","$73,070 ","$53,310 ","$93,110 ",446.,0.81,,"Property, Real Estate, and Community Association Managers"
265,10,4,Hudson Valley Region,11-9141,"Property, Real Estate, and Community Association Managers",230,"$121,250 ","$92,190 ","$61,070 ","$151,350 ",446.,0.81,,"Property, Real Estate, and Community Association Managers"
266,10,5,Long Island Region,11-9141,"Property, Real Estate, and Community Association Managers",610,"$119,790 ","$100,800 ","$79,070 ","$140,140 ",446.,0.81,,"Property, Real Estate, and Community Association Managers"
267,10,6,Mohawk Valley Region,11-9141,"Property, Real Estate, and Community Association Managers",50,"$84,060 ","$75,640 ","$60,820 ","$95,680 ",446.,0.81,,"Property, Real Estate, and Community Association Managers"
268,10,7,New York City Region,11-9141,"Property, Real Estate, and Community Association Managers",5510,"$122,770 ","$98,090 ","$68,020 ","$150,150 ",446.,0.81,,"Property, Real Estate, and Community Association Managers"
269,10,8,North Country Region,11-9141,"Property, Real Estate, and Community Association Managers",20,"$77,220 ","$76,050 ","$58,670 ","$86,490 ",446.,0.81,,"Property, Real Estate, and Community Association Managers"
